input_utterance,intent,parameters,utterance_template,source,seed_id,p1,p1_template,p2,p2_template,p3,p3_template,p1_bertscore,p2_bertscore,p3_bertscore,p1_duplicate,p1_semantics,p1_correct,p2_duplicate,p2_semantics,p2_correct,p3_duplicate,p3_semantics,p3_correct,p1_ted,p2_ted,p3_ted
Where can I buy a used copy of the game called I Lie Around?,SearchCreativeWork,"[['object_type', 'game'], ['object_name', 'I Lie Around']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SNIPS,41,Where can I purchase a secondhand version of the game named I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Can you direct me to a place where I can find a pre-owned copy of the game called I Lie Around?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"I'm looking for somewhere to buy an used edition of the game called I Lie Around, do you know any?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ( . ) ) )",0.9779813,0.92843646,0.9115369,False,True,True,False,True,True,False,True,True,0.0,7.0,8.0
please give me the cheapest flight from denver to pittsburgh,flight,"[['cost_relative', 'cheapest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),ATIS,42,Can you find the least expensive flight from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"I'm looking for the most affordable plane ticket from Denver to Pittsburgh, can you help me with that?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",Could you assist me in finding the cheapest flight options from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9164471,0.89910686,0.9114878,False,True,True,False,True,True,False,True,True,6.0,6.0,6.0
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,flight,"[['fromloc.city_name', 'milwaukee'], ['toloc.city_name', 'orlando'], ['depart_date.day_name', 'wednesday'], ['depart_time.period_of_day', 'evening'], ['depart_date.day_name', 'thursday'], ['depart_time.period_of_day', 'morning']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),ATIS,43,"I would like to book a flight from Milwaukee to Orlando, either on Wednesday evening or Thursday morning.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Can you assist me in finding a flight from Milwaukee to Orlando? I am flexible with either Wednesday evening or Thursday morning as my departure time.,( S ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ( PP ) ) ( . ) ),I need to travel from Milwaukee to Orlando and I am available for flights on either Wednesday evening or Thursday morning. Can you help me with this?,( S ( S ( NP ) ( VP ) ) ( CC ) ( S ( NP ) ( VP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),0.9425618,0.90038085,0.9184878,False,True,True,False,True,True,False,True,True,3.0,8.0,11.0
what is the lowest fare from denver to pittsburgh,airfare,"[['cost_relative', 'lowest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,44,find the cheapest price for a flight from Denver to Pittsburgh,( S ( VP ( VB ) ( NP ) ) ),what is the least expensive flight ticket from Denver to Pittsburgh,( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),show me the lowest cost fare for traveling between Denver and Pittsburgh,( S ( VP ( VB ) ( NP ) ( NP ) ) ),0.9076031,0.93346614,0.90419114,False,True,True,False,True,True,False,True,True,4.0,0.0,5.0
what is the cheapest one way fare from boston to baltimore,airfare,"[['cost_relative', 'cheapest'], ['round_trip', 'one way'], ['fromloc.city_name', 'boston'], ['toloc.city_name', 'baltimore']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,45,What is the lowest cost for a one-way ticket from Boston to Baltimore?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),Tell me the most economical one-way fare from Boston to Baltimore.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Can you find me the least expensive ticket for a one-way trip from Boston to Baltimore?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.9273151,0.9273331,0.90532386,False,True,True,False,True,True,False,True,True,3.0,6.0,8.0
what is the ground transportation from oakland to san francisco,ground_service,"[['fromloc.city_name', 'oakland'], ['toloc.city_name', 'san francisco']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,46,what are the transport options from Oakland to San Francisco?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBP ) ( NP ) ) ( . ) ),how can I travel from Oakland to San Francisco?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),tell me about the ground transportation choices between Oakland and San Francisco,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.9090468,0.89222145,0.9034937,False,True,True,False,True,True,False,True,True,4.0,6.0,5.0
can i get a rental car in dallas,ground_service,"[['transport_type', 'rental car'], ['city_name', 'dallas']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ATIS,47,Is it possible to rent a car in Dallas?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) ),Can I find a car rental service in Dallas?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Are there any rental cars available in Dallas?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( ADJP ) ) ( . ) ),0.9124444,0.928416,0.89812815,False,True,True,False,True,True,False,True,True,7.0,2.0,6.0
what airlines fly between boston and atlanta,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'atlanta']]",( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),ATIS,48,Can you tell me which airlines operate flights between Boston and Atlanta?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( WHNP ) ) ( . ) ),I would like to know the airlines that provide service between Boston and Atlanta.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Which airline companies serve flights connecting Boston to Atlanta?,( SBARQ ( WHNP ( WDT ) ( NN ) ( NNS ) ) ( SQ ( VP ) ) ( . ) ),0.88184214,0.892992,0.90994775,False,True,True,False,True,True,False,True,True,8.0,6.0,7.0
show me the airlines between boston and denver,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'denver']]",( S ( VP ( VB ) ( S ) ) ),ATIS,49,display the airlines operating from boston to denver,( S ( VP ( VB ) ( S ) ) ),list down the airlines that fly between boston and denver,( S ( VP ( VB ) ( PRT ) ( NP ) ) ),provide me with information about the flights connecting boston and denver,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.9421223,0.94216037,0.93722415,False,True,True,False,True,True,False,True,True,0.0,2.0,2.0
what does ls stand for,abbreviation,"[['meal_code', 'ls']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,50,what is the meaning of ls,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),can you explain what ls stands for,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ),please tell me the definition of ls,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),0.89299905,0.9018485,0.8531909,False,True,True,False,True,True,False,True,True,3.0,7.0,5.0
what does dfw mean,abbreviation,"[['airport_code', 'dfw']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,51,what is the meaning of dfw,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),can you explain dfw to me,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),define dfw for me please,( S ( VP ( VB ) ( NP ) ( PP ) ( X ) ) ),0.95050776,0.8843618,0.8659194,False,True,True,False,True,True,False,True,True,3.0,7.0,7.0
Terminate i-a541 now,EndEC2Instance,"[['VM', 'i-a541']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),ParaQuality,1,End i-a541 immediately,( NP ( NP ( NN ) ( NN ) ) ( ADVP ( RB ) ) ),Stop i-a541 now,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),Cancel i-a541 at once,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.94738257,0.9658628,0.9209711,False,True,True,False,True,True,False,True,True,5.0,0.0,1.0
Search for cooking videos,SearchWeb,"[['query', 'cooking videos']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,2,Find videos about cooking,( S ( VP ( VB ) ( NP ) ) ),Look up videos on how to cook,( S ( VP ( VB ) ( PRT ) ( NP ) ) ),Discover cooking tutorials,( S ( VP ( VB ) ( NP ) ) ),0.93604577,0.90766895,0.9359415,False,True,True,False,True,True,False,True,True,4.0,4.0,4.0
Find most popular photos tagged #LOVE,SearchWeb,"[['Tag', '#LOVE']]",( S ( S ( VP ) ) ( VP ( VBP ) ) ),ParaQuality,3,Discover the most popular images with the #LOVE tag,( S ( VP ( VB ) ( NP ) ) ),Locate the top-rated pictures that are labeled with #LOVE,( S ( VP ( VB ) ( NP ) ) ),Find the trending photos tagged as #LOVE,( S ( VP ( VB ) ( NP ) ) ),0.95401895,0.91470075,0.95812565,False,True,True,False,True,True,False,True,True,3.0,3.0,3.0
Search for a few nice photos matching Opera House with size 1024px * 768px,SearchWeb,"[['size', '1024px * 768px'], ['query', 'Opera House']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,4,Find some beautiful pictures that match Opera House with dimensions of 1024px * 768px,( S ( VP ( VB ) ( NP ) ) ),Locate several lovely images that correspond to Opera House and have a size of 1024 pixels by 768 pixels,( S ( VP ( VB ) ( NP ) ) ),Retrieve a couple of stunning photos that are related to Opera House and have the resolution of 1024x768,( S ( VP ( VB ) ( NP ) ) ),0.9526329,0.9092052,0.8950431,False,True,True,False,True,True,False,True,True,4.0,4.0,4.0
Are the burglar alarms in the office malfunctioning ?,CheckDevice,"[['location', 'office']]",( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),ParaQuality,5,Do the burglar alarms in the office have a malfunction?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Are there any issues with the burglar alarms in the office?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),Are the office's burglar alarms working properly?,( SQ ( VBP ) ( NP ( NP ) ( NN ) ( NNS ) ) ( VP ( VBG ) ( ADVP ) ) ( . ) ),0.9699679,0.93883395,0.9524057,False,True,True,False,True,True,False,True,True,6.0,8.0,5.0
Is the TV in the house off ?,CheckDevice,"[['device', 'TV']]",( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),ParaQuality,6,Has the TV in the house been turned off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( VP ) ) ( . ) ),Is the television inside the house switched off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( PRT ) ) ( . ) ),Did someone switch off the TV in the house?,( SQ ( VBD ) ( NP ( NN ) ) ( VP ( VB ) ( PRT ) ( NP ) ( PP ) ) ( . ) ),0.95732886,0.95932853,0.9357454,False,True,True,False,True,True,False,True,True,7.0,7.0,8.0
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,FindHotel,"[['location', 'Seattle'], ['num_of_guests', '2']]",( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,7,Can you recommend a budget-friendly hotel near Seattle for tomorrow for 2 people?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"Could you suggest a cheap hotel in close proximity to Seattle for tomorrow night, accommodating 2 guests?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Do you have any recommendations for an affordable hotel near Seattle that is available tomorrow and can accommodate 2 people?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.91918033,0.90005463,0.89436597,False,True,True,False,True,True,False,True,True,7.0,7.0,7.0
Are there any cheap hotels for 7-day stay somewhere near Riverside,FindHotel,"[['location', 'Riverside'], ['stay_length', '7-day']]",( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),ParaQuality,8,Can you find me any budget-friendly hotels for a 7-day stay in the vicinity of Riverside?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I need to locate affordable accommodations near Riverside for a week-long stay. Can you assist?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Do you know of any inexpensive hotels that are available for a 7-day stay and are located close to Riverside?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),0.9427147,0.90118796,0.93531513,False,True,True,False,True,True,False,True,True,9.0,12.0,7.0
Send an email to Phil telling her that ''I got you'',SendMail,"[['contact', 'Phil'], ['message', 'I got you']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),ParaQuality,9,Compose an email to Phil and let her know that ''I have your back'',( S ( VP ( VP ) ( CC ) ( VP ) ) ( '' ) ( '' ) ),Please send an email to Phil informing her that ''I'm here for you'',( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),"Can you draft an email addressed to Phil, saying ''You can count on me''","( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( , ) ( S ) ) ( '' ) ( '' ) )",0.9450331,0.95882195,0.9154395,False,True,True,False,True,True,False,True,True,3.0,2.0,5.0
Give me 5 conference articles about text mining,FindArticles,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),ParaQuality,10,Show me 5 conference articles related to text mining,( S ( VP ( VB ) ( NP ) ) ),Find 5 conference papers discussing text mining,( S ( VP ( VB ) ( NP ) ) ),Can you provide me with 5 articles on text mining from conferences?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9815152,0.94331795,0.91638434,True,True,False,False,True,True,False,True,True,1.0,1.0,6.0
I am looking for the latest scientific article related to Machine Learning,FindArticles,[],( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),ParaQuality,11,Can you find me the most recent scientific paper that discusses Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I need to find a recent scientific article that is about Machine Learning. Can you help?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Could you assist me in finding a current scientific publication regarding Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.86410457,0.87906873,0.8710205,False,True,True,False,True,True,False,True,True,6.0,7.0,6.0
Create a comment saying ''Best Voice Ever'',CreateComment,"[['value', 'Best Voice Ever']]",( S ( VP ( VB ) ( NP ) ) ( '' ) ),ParaQuality,12,Compose a comment that says ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Make a comment stating ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Generate a comment with the words ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),0.94841486,0.9919632,0.9457963,False,True,True,True,True,False,False,True,True,1.0,1.0,1.0
Jump to the previous song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,13,Change to the previous song,( S ( VP ( VB ) ( PP ) ) ),Go back to the previous song,( S ( VP ( VB ) ( ADVP ) ) ),Move to the song before,( S ( VP ( VB ) ( PP ) ( ADVP ) ) ),0.9980575,0.95322114,0.9453367,True,True,False,False,True,True,False,True,True,0.0,1.0,1.0
Skip to the next song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,14,Go to the next track,( S ( VP ( VB ) ( PP ) ) ),Skip to the following song,( S ( VP ( VB ) ( PP ) ) ),Move on to the succeeding track,( S ( VP ( VB ) ( PRT ) ( PP ) ) ),0.9629346,0.929011,0.8909299,False,True,True,False,True,True,False,True,True,0.0,0.0,1.0
Where can I upgrade my laptop ?,FindStores,"[['query', 'laptop']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),ParaQuality,15,Tell me the places where I can upgrade my laptop.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),What are the locations for upgrading my laptop?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBP ) ( NP ) ) ( . ) ),I need to find a place that offers upgrades for my laptop.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),0.90843976,0.9112939,0.8995121,False,True,True,False,True,True,False,True,True,6.0,4.0,7.0
Could you offer three barbershops in Newtown,FindStores,"[['location', 'Newtown']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),ParaQuality,16,Can you recommend three barber shops in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),I'm looking for three barbershops in Newtown. Can you help?,( S ( NP ( PRP ) ) ( VP ( VP ) ( . ) ( SQ ) ) ( . ) ),Do you know of any barber shops in Newtown? I need a list of three.,( S ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),0.9301802,0.9159798,0.8998084,False,True,True,False,True,True,False,True,True,1.0,6.0,8.0
Let me have top three convenience stores near Newtown,FindStores,"[['location', 'Newtown'], ['business', 'convenience stores']]",( S ( VP ( VB ) ( S ) ) ),ParaQuality,17,Please provide me with the top three convenience stores near Newtown.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I would like to know the top three convenience stores in close proximity to Newtown.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you recommend the best three convenience stores near Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9304372,0.9096464,0.9058197,False,True,True,False,True,True,False,True,True,5.0,5.0,6.0
I want reviews for McDonald's at Kensington st.,GetReviews,"[['location', 'Kensington st.'], ['business', ""McDonald's""]]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),ParaQuality,18,Can you provide me with reviews for the McDonald's on Kensington Street?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I'm looking for feedback on the McDonald's located at Kensington Street.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Could you give me some information about the customer reviews of McDonald's on Kensington St?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.9160674,0.9404649,0.90676403,False,True,True,False,True,True,False,True,True,3.0,2.0,4.0
How far is the closest cab,FindTaxi,[],( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),ParaQuality,19,What is the distance to the nearest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),How close is the nearest cab?,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),Can you tell me the proximity of the closest taxi?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.9127885,0.9456841,0.88231057,False,True,True,False,True,True,False,True,True,7.0,1.0,8.0
Request a taxi from the airport to home,BookTaxi,"[['from', 'airport'], ['to', 'home']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),ParaQuality,20,Order a taxi from the airport to my residence,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ),Get me a cab from the airport to my place of residence,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ),Arrange for a taxi pickup from the airport and drop me off at home,( S ( VP ( VP ) ( CC ) ( VP ) ) ),0.9764549,0.94559276,0.90438485,False,True,True,False,True,True,False,True,True,1.0,1.0,3.0
What is the forecast for Harrison-Crawford State Forest,GetWeather,"[['geographic_poi', 'Harrison-Crawford State Forest']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,21,Can you tell me the weather forecast for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Could you provide me with the weather outlook for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I would like to know what kind of weather is expected at Harrison-Crawford State Forest.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.9361989,0.9330239,0.9301849,False,True,True,False,True,True,False,True,True,8.0,8.0,6.0
what is the forecast for colder in Anston,GetWeather,"[['condition_temperature', 'colder'], ['city', 'Anston']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,22,what is the prediction for colder weather in Anston,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),what is the outlook for colder temperatures in Anston,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),can you provide a forecast for chilly conditions in Anston,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),0.95472044,0.9621377,0.9252246,False,True,True,False,True,True,False,True,True,0.0,0.0,6.0
How hot is it in Pesotum,GetWeather,"[['condition_temperature', 'hot'], ['city', 'Pesotum']]",( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),SNIPS,23,What is the temperature in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( PP ) ) ( . ) ),What is the current weather in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),Can you tell me the temperature in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.94208604,0.93483496,0.907837,False,True,True,False,True,True,False,True,True,5.0,6.0,8.0
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",BookRestaurant,"[['restaurant_type', 'pub'], ['served_dish', 'italian dressing'], ['party_size_number', '5'], ['timeRange', 'February 11, 2033']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,24,"Can you help me find a pub that serves Italian dressing? It's for a party of 5 on February 11, 2033.",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),"I'm looking for a pub that has Italian dressing. Do you know any? I need it for a party of 5 on February 11, 2033.",( S ( S ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( . ) ),"Do you have any recommendations for pubs with Italian dressing? We're planning a party of 5 on February 11, 2033.",( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ( S ( NP ) ( VP ) ) ( . ) ),0.9296543,0.92907387,0.9038945,False,True,True,False,True,True,False,True,True,5.0,6.0,8.0
